id_original,nombre_referencia,total_docs,toxicidad_genetica,carcinogenesis,disrupcion_endocrina,toxicidad_metabolica,microbiota_gut_health,barrera_hematoencefalica,inmunotoxicidad_alergia,inflamacion_cronica,potencial_bioactivo,evidencia_clinica_humana,estudios_mecanisticos
0,Dicalcium citrate,51,0,1,0,0,0,0,1,0,2,1,17
1,Butylated hydroxytoluene,4614,322,928,137,28,10,33,61,84,3783,139,1108
2,Magnesium citrate,1424,6,121,25,34,4,7,4,15,128,375,139
3,Potassium ascorbate,464,2,79,22,12,1,2,11,9,28,110,37
4,lipase,177948,7249,14260,12562,7757,921,2158,1487,5681,20491,7191,47164
5,Potassium carbonates,6696,55,264,203,81,21,29,40,50,618,433,1131
6,Propylene glycol,9104,200,449,206,60,87,70,266,177,1321,516,2363
7,Aluminium ammonium sulphate,241,3,38,14,6,2,2,4,8,6,61,22
8,sodium alginate,10030,58,439,237,56,108,30,28,228,1458,223,2916
9,Alkannin,1953,37,263,63,52,3,16,17,71,396,234,364
10,Citrus Red 2,1083,8,154,43,17,1,7,21,22,31,183,66
11,Monoammonium glutamate,167,2,20,8,10,0,4,1,2,5,46,18
12,Starch aluminium octenyl succinate,47,2,8,3,1,0,1,0,1,1,12,4
13,Ammonium phosphate,1720,13,105,28,12,3,3,4,9,114,142,163
14,Lysozyme,31688,312,2353,964,124,599,96,748,1833,3028,793,8656
15,Calcium hydrogen carbonate,12,0,0,0,0,0,0,0,0,0,0,0
16,Erythritol,3096,25,72,66,66,64,7,29,29,255,179,869
17,Calcium aluminium silicate,185,1,30,5,5,1,1,1,6,6,52,18
18,Erythorbin acid,3741187,81552,356972,240555,89500,45132,58528,39509,124644,425529,223093,1192488
19,Green s,9867,133,843,304,110,93,83,92,152,224,1348,806
20,Acetylated distarch adipate,64,1,8,4,3,0,5,0,0,2,9,9
21,Nitrogen oxide,2180,61,200,66,31,7,33,55,114,659,181,328
22,Violaxanthin,1235,11,11,6,4,3,1,3,2,583,3,351
23,Calcium guanylate,2822,13,229,445,23,2,138,19,45,773,87,1694
24,Maltol,3741356,81566,356948,240556,89493,45137,58553,39507,124667,425585,223049,1192574
25,Potassium nitrite,678,20,94,24,14,1,7,10,12,79,124,88
26,Sorbitan tristearate,58749,2168,17155,7204,1775,529,1779,1402,21918,18183,873,51821
27,Sodium benzoate,2465,87,192,51,45,14,85,78,49,392,286,338
28,Potassium phosphates,417,1,60,20,10,2,3,3,5,9,98,50
29,Red iron oxide,28,0,1,0,0,0,0,1,1,0,2,3
30,Sodium pectate,15,1,0,0,0,0,0,0,0,0,0,2
31,Chlorophylls and Chlorophyllins,1386,157,276,46,31,5,6,30,45,137,191,221
32,Alkaline modified starch,894,10,25,5,8,4,4,3,6,89,29,133
33,Calcium iodate,116,1,13,5,8,0,1,2,4,5,30,17
34,Sodium acetate,4830,51,187,143,62,69,31,23,91,362,167,857
35,Sorbitan monopalmitate,11773976,181476,1618519,681771,275646,40274,171246,158926,362417,613438,2458420,1881099
36,calcium peroxide,626,7,95,21,6,2,3,1,9,80,40,155
37,Calcium bisulphite,824,18,163,57,22,3,12,8,18,41,137,182
38,Calcium hydroxide,7623,56,185,25,4,2,13,39,103,548,1141,1326
39,Soybean hemicellulose,254,1,43,8,8,0,3,5,5,7,62,19
40,Magnesium Gluconate,248,2,28,5,0,1,3,4,2,6,72,24
41,Phosphoric acid,12387,89,331,119,28,17,28,81,40,624,664,1720
42,Beetroot red,706,7,98,33,20,0,5,11,10,29,132,59
43,flavin mononucleotide,5485,81,298,161,35,17,45,22,43,417,344,1271
44,Oxygen,888696,32717,80726,31069,19262,3395,16907,8272,46367,170644,80146,242625
45,Quillaia extract,104,2,12,6,5,0,1,1,5,1,31,12
46,Dipotassium tartrate,7,0,0,0,0,0,0,0,0,0,2,0
47,carotene,22592,747,3215,690,651,104,116,161,624,15477,3751,4593
48,Tocopherol-rich extract,393,6,66,19,12,0,4,5,6,16,94,35
49,Gardenia Blue,810,6,125,33,16,4,8,11,16,21,152,40
50,Potassium malate,365,1,69,14,12,0,5,6,7,10,91,21
51,Sodium fumarate,1245,11,111,27,11,6,8,9,26,103,120,240
52,Brilliant black bn,13966,194,1042,552,1144,243,126,277,395,1888,2731,1510
53,Rubixanthin,649,12,34,18,8,3,4,8,9,87,32,99
54,Sodiumglycinate,1,0,0,0,0,0,0,0,0,0,0,0
55,Magnesium silicates,891,13,69,21,9,0,4,4,12,52,73,102
56,Alpha-Amylase,18071,232,367,1294,725,253,70,376,406,4673,792,6216
57,Hydrogenated poly-1-decene,107,2,15,7,4,1,4,1,2,4,37,12
58,Calcium stearoyl-2-lactylate,232,0,39,12,6,1,1,1,2,8,62,18
59,Sulphite ammonia caramel,18,2,4,1,0,0,0,1,0,1,2,1
60,Carotenoids,36094,931,3132,931,889,225,266,186,927,28578,3090,7920
61,Magnesium hydroxide carbonate,814,1,14,17,4,1,3,1,1,41,147,88
62,Calcium inosinate,778,6,70,70,6,1,13,6,15,43,58,290
63,Ammonium acetate,6755,97,304,130,30,13,55,21,35,451,245,594
64,Polyoxyethylene sorbitan monopalmitate,267,2,48,10,4,0,3,3,2,4,78,19
65,Lanolin,891,6,37,14,5,2,0,199,10,93,147,71
66,Polyvinylpyrrolidone-vinyl acetate copolymer,90,2,14,2,1,0,1,0,3,11,18,13
67,Desconocido,593,2,180,17,7,0,1,11,8,13,121,31
68,synthetic magnesium silicates,112,9,27,1,0,0,1,0,3,6,3,20
69,Ferrous lactate,242,1,38,7,5,1,3,5,4,12,53,25
70,Sodium stearoyl fumarate,236,1,35,10,7,1,4,2,5,5,60,16
71,sodium thiosulfate,2468,51,366,120,48,3,42,126,49,1226,322,266
72,Pectin,14358,140,431,268,192,688,26,125,317,2339,359,4211
73,Bleached starch,153,3,4,3,2,1,0,1,2,17,12,17
74,Ammonium phosphatides,256,3,43,16,3,0,5,2,5,5,77,15
75,Peonidin,849,21,37,23,19,9,5,0,32,334,22,270
76,Bone phosphate,242,3,41,10,3,1,1,3,7,7,58,37
77,Paprika extract,25,1,1,1,1,1,0,1,0,8,3,5
78,Sodium adipate,1801,21,111,44,26,13,15,19,15,159,120,341
79,Ammonium sulphate,3380,19,194,131,17,5,5,56,39,131,70,704
80,Tara gum,403,1,64,12,12,3,1,4,7,21,86,37
81,Anoxomer,427,4,78,18,10,1,3,2,9,13,104,37
82,Sodium ascorbate,48829,1965,4377,1917,594,96,459,487,1103,47920,4879,9277
83,Disodium citrate,17,0,0,0,0,0,0,0,0,1,1,3
84,Riboflavin,18903,328,1041,450,398,192,132,117,265,2366,2385,2898
85,Amaranth,3220,49,240,67,57,18,32,51,39,349,261,413
86,Glycerol esters of wood rosin,297,3,52,13,5,0,3,2,6,4,70,17
87,Mannitol,27138,583,1762,803,288,1614,809,545,649,4076,2459,6782
88,Ammonium carbonates,15144,98,367,164,77,19,37,37,35,572,407,2069
89,Aluminium sodium sulphate,249,3,53,6,5,1,4,3,5,8,71,17
90,Ammonium alginate,381,2,66,25,9,1,1,0,9,12,79,53
91,Ammonium polyphosphate,585,3,52,13,8,0,2,1,5,16,58,21
92,Thaumatin,1016,8,18,32,13,9,3,120,21,41,40,418
93,Monopotassium citrate,18,0,0,0,1,0,1,0,0,4,1,3
94,Polyglycitol syrup,87,0,10,4,6,0,2,0,2,4,30,10
95,Acetylated distarch glycerol,55,0,6,1,0,0,0,1,1,1,14,8
96,Dicalcium diphosphate,246,1,34,10,12,0,3,1,4,8,49,32
97,Hydroxy propyl distarch glycerine,47,0,5,1,2,0,1,0,2,1,12,5
98,Pectins,9843,81,367,225,118,446,17,77,246,1472,308,2654
99,Extracts of rosemary,341,7,60,26,9,2,5,3,13,38,66,40
100,E101a food additive,4676,81,132,113,17,16,38,12,32,429,166,1234
101,Advantame,145,4,20,8,9,5,1,0,1,1,33,14
102,Monosodium tartrate,27,1,2,1,0,0,0,1,4,7,2,14
103,Calcium benzoate,691,3,119,31,17,2,4,10,13,32,123,75
104,Dipotassium guanylate,164,1,30,10,4,0,2,0,4,8,48,13
105,Natamycin,1982,12,119,41,11,4,7,30,37,112,312,351
106,Magnesium trisilicate,602,6,23,3,6,0,0,2,2,34,84,70
107,Ethyl methyl cellulose,286,4,54,15,5,1,0,2,5,10,64,23
108,Metatartaric acid,423,1,89,18,12,0,3,7,7,10,96,42
109,Silicon dioxide,109139,1138,6522,1448,173,183,375,516,1824,5693,2125,14266
110,Triphosphates,5890,366,655,167,20,3,12,20,30,133,111,2128
111,Pelargonidin,985,27,55,43,24,17,9,2,45,387,14,379
112,Vegetable carbon,917,8,145,41,23,3,4,13,12,24,165,66
113,Ponceau 6R,894,3,125,42,21,2,9,6,11,18,194,62
114,Litholrubine bk,610,5,84,30,21,1,5,9,9,18,137,44
115,Sodium orthophenyl phenol,649,6,107,31,12,4,9,6,13,30,117,65
116,Agar,96580,3388,11537,2331,215,389,212,671,1374,4057,3157,28714
117,Desconocido,606,1,178,25,8,0,2,12,5,16,113,25
118,Ethyl cellulose,2219,6,90,30,9,14,5,9,17,358,102,693
119,Triammonium citrate,360,4,68,19,12,1,4,3,8,9,83,39
120,potassium lactate,858,3,76,22,16,4,4,7,17,46,130,99
121,Boric acid,4105,93,217,78,25,11,25,29,82,305,214,595
122,Propane-1‚2-diol esters of fatty acids,249,4,39,10,10,0,2,5,4,6,51,22
123,Potassium gluconate,299,3,38,17,8,1,7,1,7,13,54,60
124,Calcium ferrocyanide,290,3,47,7,7,0,3,2,7,25,51,33
125,Azodicarbonamide,151,10,33,4,1,0,1,8,1,11,1,18
126,Potassium hydrogen sulphate,496,65,37,2,0,1,2,4,2,25,6,47
127,Sodium phosphates,988,9,83,28,14,4,3,8,16,68,141,96
128,Fatty acid methyl ester,1264,4,33,11,15,4,2,25,11,49,34,135
129,D-Maltitol,2,0,0,0,0,0,0,0,0,0,0,0
130,Hydrogen,736250,14641,35768,21699,3206,3338,4051,3606,10165,78686,13600,160214
